57694,24.20,60.50,2658,Bright,0.66,-0.29,9.81,-0.08,0.02,-0.01,NOMINAL
58697,24.20,60.50,2699,Bright,0.66,-0.30,9.83,-0.08,0.03,-0.01,NOMINAL
59706,24.20,60.40,2799,Bright,0.66,-0.29,9.81,-0.08,0.02,-0.01,NOMINAL
60709,24.20,60.40,2832,Bright,0.68,-0.29,9.82,-0.08,0.02,-0.01,NOMINAL
61718,24.20,60.50,2717,Bright,0.64,-0.30,9.85,-0.08,0.02,-0.01,NOMINAL
62721,24.20,60.50,2350,Bright,0.67,-0.29,9.79,-0.08,0.02,-0.01,NOMINAL
63730,24.20,60.80,2539,Bright,0.68,-0.29,9.83,-0.08,0.03,-0.01,NOMINAL
64733,24.20,60.80,2819,Bright,0.67,-0.31,9.80,-0.08,0.03,-0.01,NOMINAL
65742,24.20,62.20,2835,Bright,0.66,-0.27,9.81,-0.08,0.02,-0.01,NOMINAL
66745,24.20,62.20,769,Dim,0.66,-0.28,9.87,-0.08,0.02,-0.01,LOW_LIGHT
67754,24.20,62.80,1040,Light,0.66,-0.28,9.81,-0.08,0.03,-0.01,NOMINAL
68757,24.20,62.80,1008,Light,0.66,-0.30,9.82,-0.08,0.02,-0.01,NOMINAL
69766,24.20,62.50,457,Dim,0.65,-0.31,9.86,-0.08,0.03,-0.01,LOW_LIGHT
70769,24.20,62.50,368,Dim,0.66,-0.31,9.81,-0.08,0.03,-0.01,LOW_LIGHT
71778,24.20,62.20,342,Dim,0.68,-0.29,9.82,-0.08,0.03,-0.01,LOW_LIGHT
72781,24.20,62.20,369,Dim,0.66,-0.30,9.79,-0.08,0.03,-0.01,LOW_LIGHT
73791,24.20,62.30,346,Dim,0.66,-0.30,9.83,-0.08,0.02,-0.01,LOW_LIGHT
74794,24.20,62.30,352,Dim,0.66,-0.29,9.83,-0.08,0.03,-0.01,LOW_LIGHT
75803,24.20,63.20,336,Dim,0.67,-0.30,9.86,-0.08,0.02,-0.01,LOW_LIGHT
76806,24.20,63.20,339,Dim,0.66,-0.27,9.81,-0.08,0.02,-0.01,LOW_LIGHT
77816,24.20,63.90,336,Dim,0.67,-0.31,9.82,-0.08,0.02,-0.01,LOW_LIGHT
78819,24.20,63.90,336,Dim,0.67,-0.29,9.82,-0.08,0.02,-0.01,LOW_LIGHT
79828,24.20,64.60,336,Dim,0.63,-0.32,9.82,-0.08,0.02,-0.01,LOW_LIGHT
80831,24.20,64.60,340,Dim,0.66,-0.31,9.86,-0.08,0.02,-0.01,LOW_LIGHT
81840,24.20,65.90,329,Dim,0.64,-0.30,9.82,-0.08,0.02,-0.01,LOW_LIGHT
82843,24.20,65.90,351,Dim,0.65,-0.28,9.84,-0.08,0.03,-0.01,LOW_LIGHT
83852,24.30,67.50,363,Dim,0.66,-0.29,9.85,-0.08,0.02,-0.01,LOW_LIGHT
84855,24.30,67.50,363,Dim,0.67,-0.28,9.80,-0.08,0.02,-0.01,LOW_LIGHT
85865,24.30,70.00,367,Dim,0.67,-0.31,9.85,-0.08,0.02,-0.01,LOW_LIGHT
86868,24.30,70.00,354,Dim,0.67,-0.29,9.84,-0.08,0.02,-0.01,LOW_LIGHT
87878,24.30,72.20,364,Dim,0.66,-0.30,9.79,-0.08,0.02,-0.01,LOW_LIGHT
88881,24.30,72.20,368,Dim,0.68,-0.30,9.83,-0.08,0.03,-0.01,LOW_LIGHT
89890,24.20,72.50,941,Light,0.66,-0.28,9.82,-0.08,0.02,-0.01,NOMINAL
90893,24.20,72.50,1099,Light,0.68,-0.31,9.83,-0.08,0.02,-0.01,NOMINAL
91903,24.30,70.20,1105,Light,0.65,-0.30,9.84,-0.08,0.02,-0.01,NOMINAL
92906,24.30,70.20,1108,Light,0.68,-0.29,9.84,-0.08,0.02,-0.01,NOMINAL
93915,24.30,68.00,1111,Light,0.64,-0.28,9.81,-0.08,0.03,-0.01,NOMINAL
94918,24.30,68.00,1103,Light,0.65,-0.30,9.82,-0.08,0.02,-0.01,NOMINAL
95927,24.30,66.20,1104,Light,0.72,-0.33,9.85,-0.08,0.02,-0.01,NOMINAL
96930,24.30,66.20,1104,Light,0.62,-0.29,9.77,-0.08,0.02,-0.01,NOMINAL
97940,24.30,64.90,1054,Light,0.67,-0.27,9.82,-0.08,0.03,-0.01,NOMINAL
98942,24.30,64.90,1050,Light,0.65,-0.28,9.79,-0.08,0.02,-0.01,NOMINAL
99952,24.30,63.90,1052,Light,0.67,-0.27,9.83,-0.08,0.02,-0.01,NOMINAL
100955,24.30,63.90,1046,Light,0.69,-0.31,9.82,-0.08,0.02,-0.01,NOMINAL
101965,24.30,63.20,841,Light,0.64,-0.28,9.84,-0.08,0.02,-0.01,NOMINAL
102968,24.30,63.20,630,Dim,0.69,-0.33,9.82,-0.08,0.02,-0.01,LOW_LIGHT
103977,24.20,62.50,706,Dim,0.66,-0.33,9.82,-0.08,0.02,-0.01,LOW_LIGHT
104980,24.20,62.50,957,Light,0.67,-0.30,9.82,-0.08,0.02,-0.01,NOMINAL
105989,24.30,62.00,4059,Very bright,0.68,-0.27,9.82,-0.08,0.02,-0.01,NOMINAL
106992,24.30,62.00,4095,Very bright,0.66,-0.28,9.84,-0.08,0.03,-0.01,NOMINAL
108001,24.30,61.60,4095,Very bright,0.63,-0.28,9.80,-0.08,0.03,-0.01,NOMINAL
109004,24.30,61.60,3979,Very bright,0.69,-0.31,9.80,-0.09,0.02,-0.22,NOMINAL
110013,24.30,61.10,3917,Very bright,0.68,-0.31,9.81,-0.08,0.02,-0.01,NOMINAL
