time_ms,temp_c,humidity_percent,light_raw,light_status,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,system_status,time_s,accel_mag,gyro_mag,low_light_anomaly,temp_anomaly,motion_anomaly,gyro_anomaly,any_anomaly
225710,24.3,74.2,1377,Light,-1.57,0.06,9.73,-0.12,0.09,0.04,NOMINAL,224.357,9.856033685007374,0.15524174696260024,False,False,False,False,False
226719,24.2,69.6,1371,Light,-1.21,0.01,9.42,-0.1,0.02,-0.01,NOMINAL,225.36599999999999,9.49739964411312,0.10246950765959599,False,False,False,False,False
227722,24.2,69.6,1392,Light,-1.2,0.2,9.65,-0.09,0.03,0.01,NOMINAL,226.369,9.726381649925115,0.09539392014169455,False,False,False,False,False
228731,24.1,66.9,1397,Light,-1.42,0.1,9.62,-0.06,0.08,0.02,NOMINAL,227.378,9.724751924856488,0.1019803902718557,False,False,False,False,False
229734,24.1,66.9,1392,Light,-1.25,-0.12,9.7,-0.09,-0.03,-0.03,NOMINAL,228.381,9.780945762041624,0.09949874371066199,False,False,False,False,False
230743,24.0,65.1,1392,Light,-1.25,0.03,9.67,-0.03,0.04,-0.04,NOMINAL,229.39,9.75050255115089,0.06403124237432849,False,False,False,False,False
231746,24.0,65.1,1392,Light,-1.44,0.06,9.7,-0.07,0.02,-0.01,NOMINAL,230.393,9.806487648490666,0.07348469228349536,False,False,False,False,False
232756,23.9,63.8,1406,Light,-1.25,-0.08,9.72,-0.07,0.04,0.01,NOMINAL,231.403,9.8003724419024,0.08124038404635961,False,True,False,False,True
233759,23.9,63.8,1402,Light,-1.51,-0.09,9.61,-0.06,0.02,-0.03,NOMINAL,232.40599999999998,9.72832462451783,0.06999999999999999,False,True,False,False,True
234769,23.8,62.9,1427,Light,-0.88,0.39,9.65,-0.14,0.02,0.31,NOMINAL,233.416,9.697886367657645,0.3407345007480164,False,True,False,False,True
235771,23.8,62.9,1409,Light,-0.33,-0.23,10.6,-0.71,-0.35,0.29,NOMINAL,234.41799999999998,10.607629329873852,0.8430302485676299,False,True,False,True,True
236780,23.8,62.4,1441,Light,0.4,-0.15,9.87,-0.08,0.03,-0.01,NOMINAL,235.427,9.879240861523723,0.08602325267042626,False,True,False,False,True
237783,23.8,62.4,1427,Light,0.38,-0.13,9.83,-0.09,0.02,-0.01,NOMINAL,236.42999999999998,9.838201055070993,0.09273618495495703,False,True,False,False,True
238792,23.8,62.4,1445,Light,0.38,-0.17,9.81,-0.08,0.03,-0.01,NOMINAL,237.439,9.818828850733675,0.08602325267042626,False,True,False,False,True
239795,23.8,62.4,1403,Light,0.44,-0.17,9.83,-0.08,0.03,-0.01,NOMINAL,238.44199999999998,9.841310888291254,0.08602325267042626,False,True,False,False,True
240805,23.9,61.9,1408,Light,0.41,-0.16,9.86,-0.08,0.02,-0.01,NOMINAL,239.452,9.869817627494442,0.08306623862918075,False,True,False,False,True
241808,23.9,61.9,1449,Light,0.39,-0.16,9.82,-0.08,0.02,-0.01,NOMINAL,240.45499999999998,9.829043697125371,0.08306623862918075,False,True,False,False,True
242818,23.8,61.9,1466,Light,0.4,-0.15,9.82,-0.08,0.02,-0.01,NOMINAL,241.465,9.829287868406338,0.08306623862918075,False,True,False,False,True
243821,23.8,61.9,1473,Light,0.42,-0.16,9.8,-0.08,0.02,-0.01,NOMINAL,242.468,9.810300708948732,0.08306623862918075,False,True,False,False,True
244831,23.8,61.9,1478,Light,0.41,-0.18,9.83,-0.08,0.03,-0.01,NOMINAL,243.47799999999998,9.840193087536443,0.08602325267042626,False,True,False,False,True
245834,23.8,61.9,1470,Light,0.39,-0.19,9.81,-0.08,0.03,-0.01,NOMINAL,244.481,9.81958756771383,0.08602325267042626,False,True,False,False,True
246843,23.8,61.7,1475,Light,0.4,-0.17,9.84,-0.08,0.03,-0.01,NOMINAL,245.48999999999998,9.84959390025802,0.08602325267042626,False,True,False,False,True
247846,23.8,61.7,1482,Light,0.4,-0.18,9.83,-0.08,0.03,-0.01,NOMINAL,246.493,9.83978150163915,0.08602325267042626,False,True,False,False,True
248855,23.8,61.7,1471,Light,0.41,-0.14,9.82,-0.08,0.02,-0.01,NOMINAL,247.50199999999998,9.829552380449478,0.08306623862918075,False,True,False,False,True
249858,23.8,61.7,1486,Light,0.42,-0.2,9.82,-0.08,0.02,-0.01,NOMINAL,248.505,9.831012155419197,0.08306623862918075,False,True,False,False,True
250867,23.8,61.7,1452,Light,0.41,-0.14,9.88,-0.08,0.03,-0.01,NOMINAL,249.51399999999998,9.889494425904694,0.08602325267042626,False,True,False,False,True
251870,23.8,61.7,1473,Light,0.39,-0.15,9.84,-0.08,0.03,-0.01,NOMINAL,250.517,9.848867955252523,0.08602325267042626,False,True,False,False,True
252880,23.8,61.5,1487,Light,0.43,-0.16,9.8,-0.08,0.02,-0.01,NOMINAL,251.527,9.810733917500771,0.08306623862918075,False,True,False,False,True
253883,23.8,61.5,1483,Light,0.41,-0.14,9.81,-0.08,0.02,-0.01,NOMINAL,252.53,9.819562108363082,0.08306623862918075,False,True,False,False,True
